Ressource;"Code Attributaire";Attributaire;"Date d'effet (attribution)";"N° décision d'attribution"
05789;FRTE;Orange;01/01/2017;2016-1702
05790;FRTE;Orange;01/01/2017;2016-1702
05791;FRTE;Orange;01/01/2017;2016-1702
05792;FRTE;Orange;01/01/2017;2016-1702
05793;FRTE;Orange;01/01/2017;2016-1702
05794;FRTE;Orange;01/01/2017;2016-1702
05795;FRTE;Orange;01/01/2017;2016-1702
05796;FRTE;Orange;01/01/2017;2016-1702
05797;FRTE;Orange;01/01/2017;2016-1702
05798;FRTE;Orange;01/01/2017;2016-1702
05799;FRTE;Orange;01/01/2017;2016-1702
07971;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07973;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07975;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07976;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07978;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07979;LEGO;"Legos-Local exchange Global opération services";18/03/2014;2014-0317
07980;LEGO;"Legos-Local exchange Global opération services";18/03/2014;2014-0317
07981;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07983;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07997;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07998;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
07999;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08000;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08001;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08002;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08003;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08004;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08005;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08006;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08007;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08008;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08009;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08010;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08011;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08012;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08013;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08014;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08015;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08016;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08017;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08018;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08019;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08020;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08021;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08022;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08023;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08024;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08060;COMP;Completel;16/09/2010;2010-1012
08061;COMP;Completel;16/09/2010;2010-1012
08062;COMP;Completel;16/09/2010;2010-1012
08063;COMP;Completel;16/09/2010;2010-1012
08064;COMP;Completel;16/09/2010;2010-1012
08065;COMP;Completel;16/09/2010;2010-1012
08066;COMP;Completel;16/09/2010;2010-1012
08102;SFR0;"Société française du radiotéléphone";01/04/2014;2014-0382
08135;PHON;Keyyo;23/05/2013;2013-0600
08136;PHON;Keyyo;23/05/2013;2013-0600
08137;PHON;Keyyo;23/05/2013;2013-0600
08138;PHON;Keyyo;23/05/2013;2013-0600
08139;PHON;Keyyo;23/05/2013;2013-0600
08140;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
08141;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
08142;UPCF;"SFR fibre SAS";01/05/2014;2014-0283
08143;VOXB;Voxbone;15/04/2014;2014-0429
08144;VOXB;Voxbone;15/04/2014;2014-0429
08145;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08146;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08147;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08148;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08149;TELC;"Telco OI";25/06/2015;2015-0670
08162;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08163;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08164;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08165;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08166;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08167;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08168;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08169;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08170;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08171;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08172;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08173;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08174;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08175;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08176;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08177;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08178;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08179;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08180;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08181;INCL;Nomotech;09/09/2014;2014-0970
08182;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08183;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08184;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08185;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08186;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08187;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08188;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08189;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08190;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08191;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08192;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08193;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08194;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08195;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08196;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08197;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08198;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08199;ZEMO;"Zeop mobile";21/12/2017;2017-1523
08200;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08201;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08202;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08203;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08204;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08205;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08207;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08209;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08210;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08211;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08212;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08214;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08215;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08216;FREE;Free;02/05/2016;2016-0580
08217;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08218;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08219;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08220;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08221;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08222;FREE;Free;02/05/2016;2016-0580
08223;INCL;Nomotech;09/09/2014;2014-0970
08224;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08225;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08226;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08227;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08228;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08229;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08230;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08231;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08232;OUTR;"Outremer Telecom";09/04/2013;2013-0462
08233;TELC;"Telco OI";23/02/2021;2023-0186
08234;TELC;"Telco OI";23/02/2021;2023-0186
08236;INCL;Nomotech;09/09/2014;2014-0970
08237;INCL;Nomotech;09/09/2014;2014-0970
08238;LEGO;"Legos-Local exchange Global opération services";03/07/2014;2014-0731
08239;LEGO;"Legos-Local exchange Global opération services";03/07/2014;2014-0731
08240;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08241;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08242;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08243;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08244;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08245;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08246;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08247;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08248;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08249;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08250;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08251;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08252;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08253;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08254;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08255;LEGO;"Legos-Local exchange Global opération services";08/07/2014;2014-0764
08256;LEGO;"Legos-Local exchange Global opération services";08/07/2014;2014-0764
08257;LEGO;"Legos-Local exchange Global opération services";04/05/2017;2017-0552
08258;TRAT;Transatel;01/04/2020;2022-0198
08259;TRAT;Transatel;01/04/2020;2022-0198
08260;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08261;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08262;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08263;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08264;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08265;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08266;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08267;ELOQ;Eloquant;18/06/2013;2013-0791
08268;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08269;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08270;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08271;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08272;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08273;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08274;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08275;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08276;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08277;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08278;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08279;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08280;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08281;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08282;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08283;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08284;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08285;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08286;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08287;CORI;"Coriolis telecom SAS";16/02/2017;2017-0218
08300;FRMO;"Free mobile";20/03/2012;2012-0389
08301;FRMO;"Free mobile";20/03/2012;2012-0389
08302;FRMO;"Free mobile";20/03/2012;2012-0389
08303;FRMO;"Free mobile";20/03/2012;2012-0389
08304;FRMO;"Free mobile";20/03/2012;2012-0389
08305;FRMO;"Free mobile";20/03/2012;2012-0389
08306;FRMO;"Free mobile";20/03/2012;2012-0389
08307;FRMO;"Free mobile";20/03/2012;2012-0389
08308;FRMO;"Free mobile";20/03/2012;2012-0389
08309;FRMO;"Free mobile";20/03/2012;2012-0389
08310;TRFR;"1GLOBAL Operations (France)";29/04/2024;2024-1013
08311;TRFR;"1GLOBAL Operations (France)";29/04/2024;2024-1013
08312;TRFR;"1GLOBAL Operations (France)";29/04/2024;2024-1013
08313;TRFR;"1GLOBAL Operations (France)";29/04/2024;2024-1013
08320;ODIG;Odigo;01/02/2019;2021-0070
08321;ODIG;Odigo;01/02/2019;2021-0070
08322;ODIG;Odigo;01/02/2019;2021-0070
08323;ODIG;Odigo;01/02/2019;2021-0070
08324;ODIG;Odigo;01/02/2019;2021-0070
08325;ODIG;Odigo;01/02/2019;2021-0070
08326;ODIG;Odigo;01/02/2019;2021-0070
08327;ODIG;Odigo;01/02/2019;2021-0070
08328;ODIG;Odigo;01/02/2019;2021-0070
08329;SEWA;Sewan;01/01/2019;2020-1465
08330;SEWA;Sewan;01/01/2019;2020-1465
08331;SEWA;Sewan;01/01/2019;2020-1465
08332;ODIG;Odigo;01/02/2019;2021-0070
08333;ODIG;Odigo;01/02/2019;2021-0070
08334;ODIG;Odigo;01/02/2019;2021-0070
08335;ODIG;Odigo;01/02/2019;2021-0070
08336;ODIG;Odigo;01/02/2019;2021-0070
08337;ODIG;Odigo;01/02/2019;2021-0070
08338;ODIG;Odigo;01/02/2019;2021-0070
08339;ODIG;Odigo;01/02/2019;2021-0070
08340;ODIG;Odigo;01/02/2019;2021-0070
08341;ODIG;Odigo;01/02/2019;2021-0070
08342;ODIG;Odigo;01/02/2019;2021-0070
08343;ODIG;Odigo;01/02/2019;2021-0070
08344;ODIG;Odigo;01/02/2019;2021-0070
08345;ODIG;Odigo;01/02/2019;2021-0070
08346;ODIG;Odigo;01/02/2019;2021-0070
08347;ODIG;Odigo;01/02/2019;2021-0070
08348;ODIG;Odigo;01/02/2019;2021-0070
08349;ODIG;Odigo;01/02/2019;2021-0070
08350;TELC;"Telco OI";20/10/2016;2016-1329
08351;TELC;"Telco OI";20/10/2016;2016-1329
08352;TELC;"Telco OI";20/10/2016;2016-1329
08353;TELC;"Telco OI";20/10/2016;2016-1329
08354;BUDG;MINT;06/05/2014;2014-0528
08355;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
08356;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
08357;ELOQ;Eloquant;18/06/2013;2013-0791
08360;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08361;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08370;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08371;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08372;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08373;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08374;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08375;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08376;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08377;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08378;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08379;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08380;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08381;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08382;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08383;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08384;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08385;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08386;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08387;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08388;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08389;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08390;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08391;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08392;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08393;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08394;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08395;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08396;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08397;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08398;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08399;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08400;COMP;Completel;19/03/2013;2013-0420
08401;COMP;Completel;19/03/2013;2013-0420
08402;COMP;Completel;19/03/2013;2013-0420
08403;COMP;Completel;19/03/2013;2013-0420
08404;COMP;Completel;19/03/2013;2013-0420
08405;COMP;Completel;19/03/2013;2013-0420
08406;COMP;Completel;19/03/2013;2013-0420
08407;COMP;Completel;19/03/2013;2013-0420
08408;COMP;Completel;19/03/2013;2013-0420
08409;COMP;Completel;19/03/2013;2013-0420
08410;COMP;Completel;19/03/2013;2013-0420
08441;CAWI;"Vodafone Enterprise France SAS";12/03/2013;2013-0357
08443;CAWI;"Vodafone Enterprise France SAS";12/03/2013;2013-0357
08480;BUDG;MINT;06/05/2014;2014-0528
08540;WRDL;"Worldline France";01/07/2021;2023-1313
08541;WRDL;"Worldline France";01/07/2021;2023-1313
08542;WRDL;"Worldline France";01/07/2021;2023-1313
08543;WRDL;"Worldline France";01/07/2021;2023-1313
08544;WRDL;"Worldline France";01/07/2021;2023-1313
08545;WRDL;"Worldline France";01/07/2021;2023-1313
08546;WRDL;"Worldline France";01/07/2021;2023-1313
08547;WRDL;"Worldline France";01/07/2021;2023-1313
08548;WRDL;"Worldline France";01/07/2021;2023-1313
08549;WRDL;"Worldline France";01/07/2021;2023-1313
08580;COMP;Completel;20/12/2011;2011-1495
08590;FREE;Free;23/05/2013;2013-0605
08591;FREE;Free;23/05/2013;2013-0605
08592;FRMO;"Free mobile";11/05/2010;2010-0560
08593;FRMO;"Free mobile";11/05/2010;2010-0560
08594;FRMO;"Free mobile";11/05/2010;2010-0560
08595;FRMO;"Free mobile";11/05/2010;2010-0560
08596;FRMO;"Free mobile";11/05/2010;2010-0560
08597;FRMO;"Free mobile";11/05/2010;2010-0560
08598;FRMO;"Free mobile";11/05/2010;2010-0560
08599;FRMO;"Free mobile";11/05/2010;2010-0560
08608;EASY;"GTT Communications France";03/06/2014;2014-0619
08609;EASY;"GTT Communications France";03/06/2014;2014-0619
08620;INCL;Nomotech;19/02/2009;2009-0125
08670;GPEN;"Lumen technologies France";09/04/2013;2013-0466
08680;COMP;Completel;17/01/2012;2012-0060
08681;ONOF;"Onoff telecom";03/04/2025;2025-0658
08682;ONOF;"Onoff telecom";03/04/2025;2025-0658
08683;ONOF;"Onoff telecom";03/04/2025;2025-0658
08685;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08686;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
08687;BUDG;MINT;06/05/2014;2014-0528
09200;COLT;"Colt technology services";01/01/2018;2017-1522
09201;COLT;"Colt technology services";01/01/2018;2017-1522
09202;COLT;"Colt technology services";01/01/2018;2017-1522
09203;COLT;"Colt technology services";01/01/2018;2017-1522
09204;COLT;"Colt technology services";01/01/2018;2017-1522
09205;COLT;"Colt technology services";01/01/2018;2017-1522
09206;COLT;"Colt technology services";01/01/2018;2017-1522
09207;COLT;"Colt technology services";01/01/2018;2017-1522
09208;COLT;"Colt technology services";01/01/2018;2017-1522
09209;COLT;"Colt technology services";01/01/2018;2017-1522
09210;FREE;Free;23/05/2013;2013-0605
09211;FREE;Free;23/05/2013;2013-0605
09212;FREE;Free;23/05/2013;2013-0605
09213;FREE;Free;23/05/2013;2013-0605
09214;FREE;Free;23/05/2013;2013-0605
09215;FREE;Free;23/05/2013;2013-0605
09216;FREE;Free;23/05/2013;2013-0605
09217;FREE;Free;23/05/2013;2013-0605
09218;FREE;Free;23/05/2013;2013-0605
09219;FREE;Free;23/05/2013;2013-0605
09250;FRMO;"Free mobile";11/05/2010;2010-0560
09251;FRMO;"Free mobile";11/05/2010;2010-0560
09252;FRMO;"Free mobile";11/05/2010;2010-0560
09253;FRMO;"Free mobile";11/05/2010;2010-0560
09254;FRMO;"Free mobile";11/05/2010;2010-0560
09255;FRMO;"Free mobile";11/05/2010;2010-0560
09256;FRMO;"Free mobile";11/05/2010;2010-0560
09257;FRMO;"Free mobile";11/05/2010;2010-0560
09258;FREE;Free;23/05/2013;2013-0605
09259;FREE;Free;23/05/2013;2013-0605
09260;FREE;Free;23/05/2013;2013-0605
09261;FREE;Free;23/05/2013;2013-0605
09262;FREE;Free;23/05/2013;2013-0605
09263;FREE;Free;23/05/2013;2013-0605
09264;FREE;Free;23/05/2013;2013-0605
09265;FREE;Free;23/05/2013;2013-0605
09266;FREE;Free;23/05/2013;2013-0605
09267;FREE;Free;23/05/2013;2013-0605
09268;FREE;Free;23/05/2013;2013-0605
09269;FREE;Free;23/05/2013;2013-0605
09270;FREE;Free;23/05/2013;2013-0605
09271;FREE;Free;23/05/2013;2013-0605
09272;FREE;Free;23/05/2013;2013-0605
09273;FREE;Free;23/05/2013;2013-0605
09274;FREE;Free;23/05/2013;2013-0605
09275;FREE;Free;23/05/2013;2013-0605
09276;FREE;Free;23/05/2013;2013-0605
09277;FREE;Free;23/05/2013;2013-0605
09278;FREE;Free;23/05/2013;2013-0605
09279;FREE;Free;23/05/2013;2013-0605
09300;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
09301;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
09302;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
09303;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
09304;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
